Date, Open, High, Low, Close
09/10/20, 11363.30, 11464.05, 11327.40, 11449.25
09/09/20, 11218.60, 11298.15, 11185.15, 11278.00
09/08/20, 11378.55, 11437.25, 11290.45, 11317.35
09/07/20, 11359.60, 11381.15, 11251.70, 11355.05
09/04/20, 11566.20, 11452.05, 11303.65, 11333.85
09/03/20, 11566.20, 11584.95, 11507.65, 11527.45
09/02/20, 11478.55, 11554.75, 11430.40, 11535.00
09/01/20, 11464.30, 11553.55, 11366.90, 11470.25
08/31/20, 11777.55, 11794.25, 11325.85, 11387.50
08/28/20, 11602.95, 11686.05, 11589.40, 11647.60
08/27/20, 11609.30, 11617.35, 11540.60, 11559.25
08/26/20, 11512.85, 11561.75, 11461.85, 11549.60
08/25/20, 11513.10, 11525.90, 11423.35, 11472.25
08/24/20, 11412.00, 11497.25, 11410.65, 11466.45
08/21/20, 11409.65, 11418.50, 11362.20, 11371.60
08/20/20, 11317.45, 11361.45, 11289.80, 11312.20
08/19/20, 11452.15, 11460.35, 11394.10, 11408.40
08/18/20, 11259.80, 11401.70, 11253.15, 11385.35
08/17/20, 11248.90, 11267.10, 11144.50, 11247.10
08/14/20, 11353.30, 11366.25, 11111.45, 11178.40
08/13/20, 11334.85, 11359.30, 11269.95, 11300.45
08/12/20, 11289.00, 11322.00, 11242.65, 11308.40
08/11/20, 11322.25, 11373.60, 11299.15, 11322.50
08/10/20, 11270.25, 11337.30, 11238.00, 11270.15
08/07/20, 11186.65, 11231.90, 11142.05, 11214.05
08/06/20, 11185.70, 11256.80, 11127.30, 11200.15
08/05/20, 11155.75, 11225.65, 11064.05, 11101.65
08/04/20, 10946.65, 11112.25, 10908.10, 11095.25
08/03/20, 11057.55, 11058.05, 10882.25, 10891.60
07/31/20, 11139.50, 11150.40, 11026.65, 11073.45
07/30/20, 11254.30, 11299.95, 11084.95, 11102.15
07/29/20, 11276.90, 11341.40, 11149.75, 11202.85
07/28/20, 11154.10, 11317.75, 11151.40, 11300.55
07/27/20, 11225.00, 11225.00, 11087.85, 11131.80
07/24/20, 11149.95, 11225.40, 11090.30, 11194.15
07/23/20, 11135.00, 11239.80, 11103.15, 11215.45
07/22/20, 11231.20, 11238.10, 11056.55, 11132.60
07/21/20, 11126.10, 11179.55, 11113.25, 11162.25
07/20/20, 10999.45, 11037.90, 10953.00, 11022.20
07/17/20, 10752.00, 10933.45, 10749.65, 10901.70
07/16/20, 10706.20, 10755.30, 10595.20, 10739.95
07/15/20, 10701.00, 10827.45, 10577.75, 10618.20
07/14/20, 10750.85, 10755.65, 10562.90, 10607.35
07/13/20, 10851.85, 10894.05, 10756.05, 10802.70
07/10/20, 10764.10, 10819.40, 10713.00, 10768.05
07/09/20, 10755.55, 10836.85, 10733.00, 10813.45
07/08/20, 10818.65, 10847.85, 10676.55, 10705.75
07/07/20, 10802.85, 10813.80, 10689.70, 10799.65
07/06/20, 10723.85, 10811.40, 10695.10, 10763.65
07/03/20, 10614.95, 10631.30, 10562.65, 10607.35
07/02/20, 10493.05, 10598.20, 10485.55, 10551.70
07/01/20, 10323.80, 10447.05, 10299.60, 10430.05
06/30/20, 10382.60, 10401.05, 10267.35, 10302.10
06/29/20, 10311.95, 10337.95, 10223.60, 10312.40
06/26/20, 10378.90, 10409.85, 10311.25, 10383.00
06/25/20, 10235.55, 10361.80, 10194.50, 10288.90
06/24/20, 10529.25, 10553.15, 10281.95, 10305.30
06/23/20, 10347.95, 10484.70, 10301.75, 10471.00
